RATING,DIRECTOR,MOVIE
6.8, Alfonso Cuaron,Y Tu Mama Tambien
6.8, Nanni Moretti,La Stanza Del Figlio
6.8, Catherine Breillat,Fat Girl
6.8, Majid Majidi,Baran
6.8, Rose Troche,The Safety of Objects
6.8, Ben Stiller,Zoolander
6.8, Martin Koolhoven,AmnesiA
6.8, Stanley Kwan,Lan Yu
6.8, Christophe Gans,Brotherhood Of The Wolf
6.8, Reza Parsa,Before the Storm
6.8, Guy Ritchie,Snatch
6.8, Michael Winterbottom,The Claim
6.8, Maggie Greenwald,Songcatcher
6.8, Barbet Schroeder,Our Lady of the Assassins
6.8, Hassan Yektapanah,Djomeh
6.8, Francis Veber,The Closet
6.8, Pete Docter,Monsters Inc
6.8, Farrelly Brothers,Shallow Hal
6.8, Hughes Brothers,From Hell
6.8, Danis Tanovic,No Man's Land
6.8, Mark Forster,Monster's Ball
6.8, Steven Soderbergh,Ocean's Eleven
6.8, Marion Briand,La Turbulence Des Fluides
6.8, Patrice Leconte,L'Homme du Train/ Man on the Train
6.8, Arturo Ripstein,La Virgen de la Lujuria/ Virgin of Lust
6.8, Larry Clark,Ken Park
6.8, Tony Pemberton,Beyond The Ocean
6.8, Bill Paxton,Frailty
6.8, Otar Iosseliani,Monday Morning/ Lundi Matin
6.8, Henry Barrial,Some Body
6.8, Takashi Ishii,Freeze Me
6.8, Peter Care,The Dangerous Life of Altar Boys
6.8, Kathryn Bigelow,K-19 The Widowmaker
6.8, Julie Davis,Amy's Orgasm
6.8, Oliver Hirschbiegel,Das Experiment
6.8, Eriq La Salle,Crazy as Hell
6.8, Olivier Assayas,Demonlover
6.8, David Cronenberg,Spider
6.8, Spike Lee,25th Hour
6.8, Wayne Kramer,The Cooler
6.8, Satoshi Kon,Tokyo Godfathers
6.8, Alexandre Sokurov,Otets I Syn/ Father and Son
6.8, Peter Hedges,Pieces of April
6.8, Florian Habicht,Woodenhead
6.8, Gabriele Salvatores,Io Non Ho Paura/ I'm Not Scared
6.8, David Gordon Green,All The Real Girls
6.8, Peter Greenaway, The Tulse Luper Suitcases
6.8, Emanuele Crialese,Respiro
6.8, Tom Shadyac,Bruce Almighty
6.8, Susanne Bier,Open Hearts
6.8, Clint Eastwood,Mystic River
6.8, Wachowski Brothers,The Matrix Reloaded
6.8, Jane Campion,In The Cut
6.8, Terry Zwigoff,Bad Santa
6.8, Peter Jackson,The Return of the King
6.8, Shari Springer,American Splendor
6.8, Sylvain Chomet,The Triplets of Belleville
6.8, Francois Ozon, Swimming Pool
6.8, Pablo Berger,Torremolinos 73
6.8, Fanta Regina Nacro,The Night of Truth
6.8, Emir Kusturica,Zivot Je Cudo
6.8, Takashi Miike,Izo
6.8, Olivier Assayas,Clean
6.8, Xiao Jiang,Electric Shadows
6.8, Michael Winterbottom,Code 46
6.8, Nicole Kassell,The Woodsman
6.8, Richard Linklater,Before Sunset
6.8, Francois Ozon,5x2
6.8, Lodge Kerrigan,Keane
6.8, Ang Lee,Brokeback Mountain
6.8, Anders Thomas Jensen,Adam's Apples
6.8, Chan-wook Park,Chin-jeol-han Geum-ja-ssi/ Sympathy for Lady Vengeance
6.8, Tommy Lee Jones,The Three Burials of Melquiades Estrada
6.8, Tim Kirkman,Loggerheads
6.8, Julien Hernandez,"Sex, Politics and Cocktails"
6.8, Jim Jarmusch,Broken Flowers
6.8, Phil Morrison,Junebug
6.8, Roberto Benigni,La Tigre e la Neve
6.8, Miranda July,Me and You and Everyone We Know
6.8, Gus Van Sant,Last Days
6.8, Xavier Beauvois,Le Petit Lieutenant
6.8, Darren Aronofsky,The Fountain
6.8, Xiaogang Feng,Legend of the Black Scorpion
6.8, Bruno Dumont,Flanders
6.8, Night Shyamalan,Lady in the Water
6.8, Nicole Holofcener,Friends With Money
6.8, Asghar Farhadi,Shahr-E Ziba/ Beautiful City
6.8, Rowan Woods,Little Fish
6.8, Robinson Devor,Police Beat
6.8, Marc Forster,Stranger Than Fiction
6.8, Goran Dukic,Wristcutters
6.8, Ridley Scott,American Gangster
6.8, Werner Herzog,Rescue Dawn
6.8, Christopher Zalla,Padre Nuestro
6.8, Dror Shaul,Adama Meshuga'at/ Sweet Mud
6.8, Ariel Rotter,El Otro/ The Other
6.8, Joseph Cedar,Beaufort
6.8, Richard Eyre,Notes on a Scandal
6.8, Anahi Berneri,Encarnacion
6.8, Rodrigo Pla,La Zona
6.8, Joaquin Oristrell,Inconscientes/ Unconscious
6.8, Francis Veber,La Doublure/ The Valet
6.8, Li Yu,Hong Yan/ Dam Street
6.8, Rajnesh Domalpalli,Vanaja
6.8, Ken Loach,The Wind That Shakes The Barley
6.8, George Ratliff,Joshua
6.8, Joel Coen,No Country for Old Men
6.8, Paul Greengrass,The Bourne Ultimatum
6.8, Jeffrey Blitz,Rocket Science
6.8, Greg Mottola,Superbad
6.8, John August,The Nines
6.8, Peter Brosens,Khadak
6.8, Bahman Ghobadi,Half Moon
6.8, Joe Wright,The Atonement
6.8, Raul Ruiz,The Righteous Province/ La Recta Provincia
6.8, Vincenzo Natali,Splice
6.8, Shimit Amin,Chak De! India (2008)
6.8, Florian Gallenberger,John Rabe
6.8, Nash Edgerton,The Square
6.8, Philippe Claudel,I've Loved You So Long
6.8, David Mamet,Redbelt
6.8, Will Ferrell,Semi-Pro
6.8, William Maher,Sleepwalking
6.8, Kentaro Otani,Nana
6.8, Chris Eigeman,Turn the River
6.8, Terence Davies,Of Time and the City
6.8, Jay Duplass,Baghead
6.8, Pierre Yameogo,Delwende
6.8, Randall Miller,Nobel Son
6.8, Francis Ford Coppola,Tetro
6.8, C.W. Winter and Anders Edstrom,The Anchorage
6.8, Alain Guiraudie,The King of Escape
6.8, Alain Resnais,Wild Grass
6.8, Sebastian Silva,The Maid
6.8, Niki Caro,The Vintner's Luck
6.8, John Hillcoat,The Road
6.8, Emily Abt,Toe to Toe
6.8, Tony Gilroy,Duplicity
6.8, Roland Emmerich,2012
6.8, Daniel Monzon,Celda 211
6.8, Wes Anderson,Fantastic Mr Fox
6.8, Joji Fukunaga,Sin Nombre
6.8, Kathryn Bigelow,The Hurt Locker
6.8, Jean-Pierre and Luc Dardenne,Lorna's Silence
6.8, David Twohy,A Perfect Getaway
6.8, Neill Blomkamp,District 9
6.8, Manoel de Oliveira,Eccentricities of a Blond Hair Girl
6.8, Oren Moverman,Rampart
6.8, Michael Winterbottom,The Trip
6.8, Christian Carion,Farewell
6.8, Antoine Fuqua,Brooklyn's Finest
6.8, Danny Boyle,127 Hours
6.8, Marco Bellocchio,Vincere
6.8, Miguel Sapochnik,Repo Men
6.8, Maren Ade,Everyone Else
6.8, Felix van Groeningen,The Misfortunates
6.8, Bette Gordon,Handsome Harry
6.8, Patrick Hoelck,Mercy
6.8, Ralph Ziman,Gangster's Paradise: Jerusalema
6.8, Daniel Stamm,The Last Exorcism
6.8, Fredrik Edfeldt,The Girl
6.8, Rob Epstein and Jeffrey Friedman,Howl
6.8, Doug Liman,Fair Game
6.8, Tom McGrath,Megamind
6.8, Damien Chazelle,Guy and Madeline on a Park Bench
6.8, Nigel Cole,Made in Dagenham
6.8, Urszula Antoniak,Nothing Personal
6.8, Andrei Konchalovsky,Nutcracker in 3D
6.8, Andrew Jarecki,All Good Things
6.8, Kim Jee-woon,I Saw the Devil
6.8, Zoya Akhtar,Zindagi Na Milegi Dobara
6.8, William Friedkin,Killer Joe
6.8, Terence Davies,The Deep Blue Sea
6.8, Alexander Payne,The Descendants
6.8, Neil Burger,Limitless
6.8, Pablo Trapero,Carancho
6.8, Jeff Lipsky,Twelve Thirty
6.8, Hans Petter Moland,A Somewhat Gentle Man
6.8, Brad Anderson,Vanishing on 7th Street
6.8, Benjamin Heisenberg,The Robber
6.8, James Westby,Rid of Me
6.8, Koji Wakamatsu,Caterpillar
6.8, Azazel Jacobs,Terri
6.8, Oliver Schmitz,"Life, Above All"
6.8, Tate Taylor,The Help
6.8, Maryam Keshavarz,Circumstance
6.8, Bennett Miller,Moneyball
6.8, Tomas Alfredson,Tinker Tailor Soldier Spy
6.8, Tony Kaye,Detachment
6.8, Patrick Wang,In The Family
6.8, Mariette Monpierre,Elza
6.8, Kim Ki-duk,Pieta
6.8, Scott Derrickson,Sinister
6.8, Sam Fell and Chris Butler,ParaNorman
6.8, Jenny Deller,Future Weather
6.8, Pablo Larrain,No
6.8, Steven Soderbergh,Magic Mike
6.8, Ann Emond,Nuit #1
6.8, Aurora Guerrero,Mosquita y Mari
6.8, Ya-Che Yang,Girlfriend Boyfriend
6.8, Ira Sachs,Keep the Lights On
6.8, Brian Cassidy and Melanie Shatzky,Francine
6.8, Pen-ek Ratanaruang,Headshot
6.8, Lav Diaz,Florentina Hubaldo
6.8, Drew Goddard,The Cabin in the Woods
6.8, Scott McGehee and David Siegel,What Maisie Knew
6.8, Ramon Zurcher,The Strange Little Cat (2013)
6.8, Kiyoshi Kurosawa,Sebunsu Kodo/ Seventh Code
6.8, Richard Linklater,Before Midnight
6.8, Joel and Ethan Coen,Inside Llewyn Davis
6.8, Felix Van Groeningen,The Broken Circle Breakdown
6.8, Dante Ariola,Arthur Newman
6.8, Olivia Silver,Arcadia
6.8, Brad Anderson,The Call
6.8, Dennis Iliadis,+1
6.8, Haifaa al-Mansour,Wadjda
6.8, Joao Pedro Rodrigues and Joao Rui Guerra da Mata,The Last Time I Saw Macao
6.8, Joshua Sanchez,Four
6.8, Derek Cianfrance,The Place Beyond the Pines
6.8, Angad Bhalla,Herman's House
6.8, Edgar Wright,World's End
6.8, Lucy Mulloy,Una Noche
6.8, Alfonso Cuaron,Gravity
6.8, Malgoska Szumowska,In the Name Of
6.8, Jim Jarmusch,Only Lovers Left Alive
6.8, Jeethu Joseph,Drishyam (2013)
6.8, Fatih Akin,The Cut
6.8, Mona Fastvold,The Sleepwalker
6.8, Vikramaditya Motwane,Queen (2014)
6.8, Xavier Dolan,Mommy
6.8, Jessica Hausner,Amour Fou
6.8, Gyorgy Palfi,Szabadeses / Free Fall
6.8, Joanna Bowzer,Delusions of Guinevere
6.8, Caroline Strubbe,Lost Persons Area
6.8, Signe Baumane,Rocks in My Pockets
6.8, Janos Szasz,Le Grand Cahier/ The Notebook
6.8, Catherine Breillat,Abuse of Weakness
6.8, Carter Smith,Jamie Marks Is Dead
6.8, Ari Folman,The Congress
6.8, Aaron Wilson,Canopy
6.8, Scott Derrickson,Deliver Us From Evil
6.8, Hany Abu-Assad,Omar
6.8, Phil Lord and Christopher Miller,The Lego Movie
6.8, Valeria Golino,Honey
6.8, Ivan Reitman,Draft Day
6.8, Zack Parker,Proxy
6.8, Danet Lam,That Demon Within
6.8, Jon Favreau,Chef
6.8, Lukas Moodysson,We Are the Best
6.8, Alex de la Iglesia,Witching & Bitching
6.8, Lee Jeong-beom,No Tears for the Dead
6.8, Joshua Overbay,As It Is in Heaven
6.8, Joe Swanberg,Happy Christmas
6.8, Michael Roskam,The Drop
6.8, Mathieu Amalric,The Blue Room
6.8, Matthew Warchus,Pride
6.8, Hossein Amini,The Two Faces of January
6.8, Cutter Hodierne,Fishing Without Nets
6.8, Erik Poppe,1000 Times Good Night
6.8, Tommy Lee Jones,The Homesman
6.8, Gina Prince-Bythewood,Beyond the Lights
6.8, Saar Klein,After the Fall
6.8, Jeremy Saulnier,Blue Ruin
6.8, Josh and Benny Safdie,Heaven Knows What
6.8, Isabel Coixet,Learning to Drive
6.8, Jean-Pierre and Luc Dardenne,Deux Jours Une Nuit/ Two Days One Night
6.8, Hirokazu Kore-eda,Our Little Sister
6.8, Jaco Van Dormael,Le Tout Nouveau Testament/ The Brand New Testament
6.8, Ruba Nadda,October Gale
6.8, Kike Maillo,Eva
6.8, Josef Kubota Wladyka,Manos Sucias
6.8, Richard Raymond,Desert Dancer
6.8, JuanCarlos Escoriaza,Know How
6.8, Lou Howe,Gabriel
6.8, Noah Buschel,Glass Chin
6.8, Ken Kwapis,A Walk in the Woods
6.8, Nancy Meyers,The Intern
6.8, Night Shyamalan,The Visit
6.8, Lenny Abrahamson,Room
6.8, Ama Lily Amirpour,The Bad Batch
6.8, Sion Sono,Antiporno (2016)
6.8, Kirsten Johnson,Cameraperson
6.8, Chan-wook Park,The Handmaiden
6.8, Kelly Fremon Craig,The Edge of Seventeen
6.8, Justin Tipping,Kicks
6.8, Alice Winocour,Disorder
6.8, James Schamus,Indignation
6.8, Mark Osborne,The Little Prince
6.8, Jodie Foster,Money Monster
6.8, Paddy Breathnach,Viva
6.8, Nicolas Pesce,The Eyes of My Mother
6.8, Lav Diaz,A Lullaby to the Sorrowful Mystery
6.8, Brady Corbet,The Childhood of a Leader
6.8, Ken Loach,I Daniel Blake
6.8, Robert Zemeckis,Allied
6.8, Juho Kuosmanen,Hymyileva Mies/ Smiling Man/ The Happiest Day in the Life of Olli Maki
6.8,  Scooter Corkle,Hollow in the Land
6.8, Shinichiro Ueda,Kamera o Tomeru na/ Don't Stop the Camera/ One Cut of the Dead (2017)
6.8, Emmanuel Gras,Makala
6.8, Laurent Cantet,L'Atelier/ The Workshop
6.8, Aki Kaurismaki,The Other Side of Hope
6.8, James Franco,The Disaster Artist
6.8, Calin-Peter Netzer,Ana Mon Amour
6.8, Darren Aronofsky,Mother
6.8, Samuel Maoz,Foxtrot
6.8, Julian Rosefeldt,Manifesto
6.8, SoYong Kim,Lovesong
6.8, Matthew Newton,From Nowhere
6.8, Martin Koolhoven,Brimstone
6.8, Daniele Thompson,Cezanne et Moi
6.8, Emil Ben-Shimon,The Women's Balcony
6.8, David Michod, War Machine
6.8, Luc Besson,Valerian
6.8, Joshua Weinstein,Menashe
6.8, Angelina Jolie,First They Killed My Father
6.8, Dorota Kobiela & Hugh Welchman,Loving Vincent
6.8, Maggie Betts,Novitiate
6.8, Paul Thomas Anderson,Phantom Thread
6.8, Woody Allen,Wonder Wheel
6.8, Dome Karukoski,Tom of Finland
6.8, Joseph Kahn,Bodied
6.8, Claire Denis,High Life
6.8, Zhang Yimou,Ying/ Shadow
6.8, Sameh Zoabi,Tel Aviv on Fire
6.8, Faraday Okoro,Nigerian Prince
6.8, Nick Park,Early Man
6.8, Paul Feig,A Simple Favor
6.8, Haifaa al-Mansour,Mary Shelley
6.8, Lav Diaz,Season of the Devil
6.8, Derek Nguyen,The Housemaid
6.8, Clint Eastwood,The 15:17 to Paris
6.8, Amber Sealey, No Light and No Land Anywhere
6.8, Andrew Dosunmu,Where Is Kyra
6.8, Serge Bozon,Mrs Hyde
6.8, Stephen Susco,Unfriended - Dark Web
6.8,  Christina Choe, Nancy
6.8, Joe Penna,Arctic
6.8, Desiree Akhavan,The Miseducation of Cameron Post
6.8, Jordana Spiro,Night Comes On
6.8, Jon Chu,Crazy Rich Asians
6.8, David Lowery,The Old Man & the Gun
6.8, Reinaldo Marcus Green,Monsters and Men
6.8, Jaron Albertin,Weightless
6.8, Bo Burnham,Eighth Grade
6.8, Mamoru Hosoda,Mirai
6.8, Mazen Khaled,Martyr
6.8, Kristoffer Nyholm,The Vanishing
6.8, Isold Uggadottir,And Breathe Normally
6.8, Gaspar Noe,Climax
6.8, Samantha Buck & Marie Schlingmann,Sister Aimee
6.8, Zoya Akhtar,Gully Boy (2019)
6.8, Cory Finley,Bad Education
6.8, Bertrand Bonello,Zombi Child
6.8, Martin Scorsese,The Irishman
6.8, Dan Sallitt,Fourteen
6.8, Jeff Barnaby, Blood Quantum
6.8, Jan Komasa,Corpus Christi
6.8, Richard Stanley,Color Out of Space
6.8, Craig Brewer,Dolemite Is My Name
6.8, Malik Bader,Killerman
6.8, Elia Suleiman,It Must Be Heaven
6.8, Ry Russo-Young,The Sun Is Also a Star
6.8, Camille Vidal-Naquet,Sauvage / Wild
6.8, Maryam Touzani,Adam
6.8, Andreas Horvath,Lillian
6.8, Rashid Johnson,Native Son
6.8, Justin Chon,Ms Purple
6.8, Dan Gilroy,Velvet Buzzsaw
6.8, Joe Cornish,The Kid Who Would Be King
6.8, Bruce Thierry Cheung,Don't Come Back From the Moon
6.8, Ivan Ayr,Soni
6.8, Isabella Eklof,Holiday
6.8, John Lee Hancock,The Highwaymen
6.8, Justin Kelly,J.T. LeRoy
6.8, Carlos Reygadas,Our Time
6.8, Avi Nesher,The Other Story
6.8, Guy Nattiv,Skin
6.8, Grant Sputore,I Am Mother
6.8, Salvador Simo,Bunuel in the Labyrinth of the Turtles
6.8, Oliver Hermanus,Moffie
6.8, Lorene Scafaria,Hustlers
6.8, Todd Phillips,Joker
6.8, Fatih Akin,The Golden Glove
6.8, Meghna Gulzar,Chhapaak
6.8, Thomas Vinterberg,Druk/ Another Round
6.8, Abel Ferrara,Siberia
6.8, Roseanne Liang,Shadow in the Cloud
6.8, Damiano & Fabio D'Innocenzo,`Favolacce/ Bad Tales'
6.8, Lydia Dean Pilcher & Ginny Mohler,Radium Girls
6.8, Gaspar Antillo,Nobody Knows Im Here
6.8, Michael Matthews,Love and Monsters
6.8, Alice Wu,The Half of It
6.8, Ant Timpson,Come to Daddy
6.8, Sally Potter,The Roads Not Taken
6.8, Michael Winterbottom,Greed
6.8, Atom Egoyan,Guest of Honour
6.8, Brandon Trost,An American Pickle
6.8, Ayumu Watanabe,Kaiju no Kodomo/ Children of the Sea
6.8, Steve Collins,I've Got Issues
6.8, Angel Manuel Soto,Charm City Kings
6.8, Aneesh Chaganty,Run
6.8, Takeshi Fukunaga,Ainu Mosir
6.8, Spike Lee,Da 5 Bloods
6.8, Kirill Sokolov,Papa Sdokhni/ Why Don't You Just Die
6.8, Kaouther Ben Hania,Ar-rajul Alladi ba'a Zahrihu/ The Man Who Sold His Skin
6.8, Vesela Kazakova & Mina Mileva,Women Do Cry
6.8, Kiro Russo,The Great Movement
6.8, Sang-soo Hong,Introduction
6.8, Oleg Sentsov,Rhino
6.8, Clio Barnard,Ali & Ava
6.8, Justin Chon,Blue Bayou
6.8, Leos Carax,Annette
6.8, Argyris Papadimitropoulos,Monday
6.8, Joe and Anthony Russo,Cherry
6.8, J Blakeson,I Care a Lot
6.8, Corinna Faith,The Power
6.8, Khyentse Norbu,Looking for a Lady with Fangs and a Moustache
6.8, Ben Sharrock,Limbo
6.8, Tran Quoc Bao,The Paper Tigers
6.8, Euros Lyn,Dream Horse
6.8, Suzanne Lindon,Spring Blossom
6.8, Mia Hansen-Love,Bergman Island
6.8, Sean Baker,Red Rocket
6.8, Valentyn Vasyanovych,Vidblysk/ Reflection
6.8, Teemu Nikki,The Blind Man Who Did Not Want to See Titanic
6.8, Sarah Adina Smith,Birds of Paradise
6.8, Melanie Laurent,The Mad Women's Ball
6.8, Frida Kempff,Knocking
6.8, Claudia Llosa,Fever Dream
6.8, Alex Camilleri,Luzzu
6.8, Sean Baker,Red Rocket
6.8, Joe Wright,Cyrano
6.8, Aimee Long,A Shot Through the Wall
6.8, Sujata Day,Definition Please
6.8, Michael Rianda,The Mitchells vs. the Machines
6.8, Jacques Audiard,Paris 13th District
6.8, Neang Kavich,White Building
6.7,  Eric Rohmer,Comte d'Automne/ Autumn Tale (1998)
6.7, Bertrand Bonello,Something Organic
6.7, Amos Gitai,Yom Yom
6.7, Gary Ross,Pleasantville (1998)
6.7, Luis Mandoki,Message In A Bottle (1998)
6.7, Tony Kaye,American History X (1998)
6.7, Whit Stillman,The Last Days Of Disco (1998)
6.7, Wes Craven,Scream 2  (1998)
6.7, Steven Spielberg,Amistad  (1997)
6.7, Peter Hewitt,Borrowers  (1998)
6.7, James Brooks,As Good As It Gets  (1997)
6.7, David Mamet,Spanish Prisoner  (1997)
6.7, Gianni Amelio,Cosi` Ridevamo/ How We Laughed (1998)
6.7, Norman Jewison,Hurricane
6.7, Tim Robbins,Cradle Will Rock
6.7, Barry Levinson,Liberty Heights
6.7, Chris Smith,American Movie
6.7, Thom Fitzgerald,Beefcake
6.7, Andrew Fleming,Dick
6.7, Bernardo Bertolucci,Besieged
6.7, Barry Sonnenfeld,Wild Wild West
6.7, Mike Judge,Office Space
6.7, Jay Roach,Meet The Parents
6.7, Bahman Ghobadi,A Time For Drunken Horses
6.7, Leos Carax,Pola X
6.7, Frederic Fonteyne,Diamonds
6.7, Lisanne Skyler,Getting To Know You
6.7, Ridley Scott,Gladiator
6.7, Dominic Sena,Gone In Sixty Seconds
6.7, John Singleton,Shaft
6.7, Santosh Sivan,The Terrorist
6.7, Gina Prince-Bythewood,Love & Basketball
6.7, Michael Almereyda,Hamlet
6.7, Steve Buscemi,Animal Factory
6.7, Don Roos,Bounce
6.7, John Singleton,Baby Boy
6.7, Bernard Rapp,A Matter of Taste
6.7, JeanLuc Godard,Eloge De L'amour/ In Praise of Love
6.7, Alejandro Amenabar,The Others
6.7, Joel Coen,The Man Who Wasn't There
6.7, Dominic Sena,Swordfish
6.7, Thomas Bezucha,Big Eden
6.7, Dominic Anciano & Ray Burdis,Love Honour And Obey
6.7, Walter Hill,Undisputed
6.7, Tim McCann,Revolution No. 9
6.7, Paul Schrader,Auto Focus
6.7, Randall Wallace,We Were Soldiers
6.7, Sandra Nettelbeck,Mostly Martha
6.7, Jacques Doillon,Raja
6.7, Vahid Mousaian,Silence Of The Sea
6.7, Robert Schwentke,Tattoo
6.7, Eli Roth,Cabin Fever
6.7, Stephen Chow,Kung Fu Hustle
6.7, Raul Ruiz,Le Domaine Perdu/ The Lost Domain
6.7, Judd Apatow,The 40-Year-Old Virgin
6.7, Jessica Bendinger,Stick It
6.7, Carlos Sorin,El Perro
6.7, Maria Maggenti,Puccini for Beginners
6.7, Quentin Tarantino,Death Proof
6.7, Wes Anderson,The Darjeeling Limited
6.7, Michael Winterbottom,A Mighty Heart
6.7, Lars von Trier,The Boss of It All
6.7, Giuseppe Tornatore,The Unknown Woman
6.7, Chris Kraus,Four Minutes
6.7, Silvio Soldini,Days and Clouds
6.7, Gus VanSant,Milk
6.7, Yang Ik-Joon,Ddongpari
6.7, Jordan Scott,Cracks
6.7, Sam Raimi,Drag Me to Hell
6.7, Tom Ford,A Single Man
6.7, Deagol Brothers,Make-Out With Violence
6.7, Jeb Stuart,Blood Done Sign My Name
6.7, Jake Scott,Welcome to the Rileys
6.7, Peter Liechti,The Sound of Insects
6.7, Hong Sang-soo,The Day He Arrives
6.7, Ron Howard,The Dilemma
6.7, Ruben Ostlund,Play
6.7, Richard Ayoade,Submarine
6.7, Joao Pedro Rodrigues,To Die Like a Man
6.7, Yam Laranas,The Road
6.7, Adam Leon,Gimme the Loot
6.7, Matt Ross,28 Hotel Rooms
6.7, Jake Schreier,Robot & Frank
6.7, Jeff Lipsky,Molly's Theory of Relativity
6.7, Neil Jordan,Byzantium
6.7, Clio Barnard,The Selfish Giant
6.7, Guillermo del Toro,Pacific Rim
6.7, Paul Thomas Anderson,Inherent Vice
6.7, Alexandre Rockwell,Little Feet
6.7, Cedric Klapisch,Chinese Puzzle
6.7, Annemarie Jacir,When I Saw You
6.7, Craig Johnson,The Skeleton Twins
6.7, Peng Sanyuan,Shu Gi/ Lost  and Love
6.7, Celine Sciamma,Bande de Filles/ Girlhood (2015).
6.7, Marc Lawrence,The Rewrite
6.7, Dave Boyle,Man from Reno
6.7, John McNaughton,The Harvest
6.7, Quentin Dupieux,Reality
6.7, Sarah Leonor,The Great Man
6.7, Alice Rohrwacher,The Wonders
6.7, James Vanderbilt,Truth
6.7, Jared and Jerusha Hess,Don Verdean
6.7, Ivo Ferreira,Cartas da Guerra/ Letters From War
6.7, John Carney,Sing Street
6.7, Nate Parker,The Birth of a Nation
6.7, JD Dillard,Sleight
6.7, Shane Black,The Nice Guys
6.7, Sacha Baron Cohen,The Brothers Grimsby
6.7, Warren Beatty,Rules Don't Apply
6.7, Jim Cummings,Thunder Road
6.7, Xiaogang Feng,I Am Not Madame Bovary
6.7, Guillermo Del Toro,The Shape Of Water
6.7, Malcolm Lee,Girls Trip
6.7, Gore Verbinski,A Cure for Wellness
6.7, Demetri Martin,Dean
6.7, Matt Reeves,War for the Planet of the Apes
6.7, Michel Hazanavicius,Godard Mon Amour
6.7, Jafar Panahi,Se Rokh/ Three Faces
6.7, Jennifer Fox,The Tale
6.7, Joe Martin, Us and Them
6.7, Michael Sucsy,Every Day
6.7, Yen Tan,1985
6.7, Michael Engler,The Chaperone
6.7, Joe Berlinger,"Extremely Wicked, Shockingly Evil and Vile"
6.7, Hannah Pearl Utt,Before You Know It
6.7, Laure de Clermont-Tonnerre,The Mustang
6.7, Mike Schwartz and Tyler Nilson,The Peanut Butter Falcon
6.7, Dan Krauss,The Kill Team
6.7, Arnaud Desplechin,Roubaix une Lumiere/ Oh Mercy
6.7, John Hyams,Alone
6.7, Andrei Khrzhanovsky,Nos ili Zagovor Netakih/ The Nose or Cospiracy of Mavericks
6.7, Michaela Coel,I May Destroy You
6.7, Ina Weisse,The Audition
6.7, John Turturro,The Jesus Rolls
6.7, Abel Ferrara,Tommaso
6.7, Sergio Navarretta,The Cuban
6.7, Steve McQueen,Lovers Rock
6.7, Pedro Almodovar,The Human Voice
6.7, Rodrigo Garcia,Four Good Days
6.7, Ana Lily Amirpour,Mona Lisa and the Blood Moon
6.7, Natasha Merkulova & Aleksey Chupo,Captain Volkonogov Escaped
6.7, Naomi Kawase,True Mothers
6.7, Nikole Beckwith,Together Together
6.7, Max Barbakow,Palm Springs
